Date,Title,Excerpt,Category
13-12-2019,"Petroleum Act Will Enhance Nigeria’s Energy Growth, Deputy Oil Minister Sylva Reiterates","Minister of State for Petroleum Resources, Chief Timipre Sylva, has restated that the Petroleum Industry Act (PIA) will enhance energy",business
03-07-2020,"Nigeria to Spend $5bn to Wipe Out Malaria, Health Minister Ehanire Says","Nigeria’s Minister of Health, Dr. Osagie Ehanire has disclosed that the federal government would spend N1.89 trillion (about $5bn) to",health
12-02-2020,Family of James Brown Settles 15-year Battle Over His Estate,"The family of entertainer James Brown has reached a settlement ending a 15-year battle over the late singer’s estate, an",entertainment
16-03-2020,Clarke Resigns as England FA Chairman after Apologising for Saying ‘Coloured Footballers’,"Greg Clarke has resigned as FA chairman in the wake of referring to BAME footballers as ""coloured"" while giving evidence",sports
12-02-2020,"Some Vaccine Doses Kept Too Cold, Pfizer Having Manufacturing Issues, US Officials Say",The first days of Pfizer Inc’s Covid-19 vaccine rollout have seen unexpected hitches including some vaccines being stored at excessively,health
19-07-2021,Dollar Crisis: Nigeria Rated Most Crypto-Obsessed Nation in the World,"While the government has had a tough stance against cryptocurrencies since banning them in 2021, adoption continues to grow.Read more",business
01-03-2023,"Presidential Primary: Southern PDP Governors Ganged Up Against Me, Wike Alleges","Rivers State Governor Nyesom Wike on Monday accused his southern colleagues of masterminding his failure to win the ticket, saying",politics
27-08-2019,"Nigeria: Atiku Woos Lagos PDP Delegates Ahead of Party Primary, Charges Leaders to Restore National Unity","Following his recent declaration to contest for the president of Nigeria in the 2023 elections, former vice-president Atiku Abubakar met",politics
03-05-2020,Djokovic Tells Court He Was Cleared to Enter Australia after Covid Infection,"Tennis world number one Novak Djokovic mounted his legal challenge on Saturday to being refused entry to Australia, saying he",sports
13-04-2020,Elon Musk Laughs Off Twitter Lawsuit Threat,Elon Musk’s silence over his attempt to bail out on purchasing Twitter for $44 billion is no more.Read more,tech
28-12-2020,Lionel Messi Becomes Free Agent after Barcelona Contract Expires,"Lionel Messi's contract with Barcelona has expired, leaving the 34-year-old as a free agent. Messi is currently playing in Copa",sports
15-12-2019,Nigeria Pays $100m for Siemens Power Project,Nigeria's federal government has made a payment of $100 million as part of Nigeria's counterpart fund in the Presidential Power,business
18-09-2021,Nigeria: PDP Governors Want Parliament to Quickly Rework Electoral Bill and Return for Assent,"Governors elected on the platform of the main Peoples Democratic Party (PDP), on Monday, urged the National Assembly to rework",politics
07-02-2022,Shakhtar Donetsk 2-0 Real Madrid: 13-time Champions at Risk of Group Stage Elimination,Real Madrid are in danger of a dramatic Champions League group-stage exit after they fell to a 2-0 away defeat,sports
27-03-2021,Super Eagles Stalwart Wilfred Ndidi Back from Injury,Leicester City manger Brendan Rodgers has expressed his excitement following the return of Super Eagles’ holding midfielder Wilfred Ndidi from,sports
21-10-2022,US Senators Question Apple and Google on App Store Dominance,A panel of US senators questioned officials from Apple Inc and Alphabet Inc’s Google on Wednesday about the dominance of,tech
05-12-2019,"Lewis Hamilton Wins Seventh F1 Title, Becomes Most Successful Driver Ever",Lewis Hamilton clinched a seventh World Championship and became the most successful racing driver ever with a masterful victory in,sports
11-08-2022,"Nigeria: PDP NEC Sets Up 37-Man Committee Over Presidential Ticket, Sells Form for N35m",Nigeria's main opposition Peoples Democratic Party (PDP) has set up a 37-man committee to discuss issues around its presidential ticket,politics
10-04-2019,Toshiba Targets $3bn Revenue in Quantum Cryptography by 2030,Toshiba Corp. said on Monday it aims to generate $3 billion in revenue from its advanced cryptographic technology for data,tech
08-06-2020,ECOWAS Parliament Cautions Against Cryptocurrencies,"The meeting of the Joint Committee of the ECOWAS Parliament holding in Ouagadougou, Burkina Faso has cautioned against the use",business
18-08-2022,WTA Suspends Tournaments in China over Peng Concerns,The Women’s Tennis Association (WTA) on Wednesday announced the immediate suspension of all tournaments in China due to concerns about,sports
02-10-2022,Nigeria: Governing APC Formally Informs INEC of February 26 Convention,The All Progressives Congress (APC) has written to the Independent National Electoral Commission (INEC) to officially communicate its plan to,politics
04-01-2019,Nigeria: Low Turnout in Several States as First Phase of Covid Vaccination Ends April 16,"As the target date given by the federal government for states to end the first phase of Covid-19 vaccination approaches,",health
16-12-2022,Tokyo Olympics: US Beat France 87-82 to Claim Fourth Straight Gold Medal in Men’s Basketball,Tokyo Olympics: US Beat France 87-82 to Claim Fourth Straight Gold Medal in Men’s Basketball Team USA secured a fourth,sports
14-02-2019,Simone Biles will not defend her Olympic gold medal on floor exercise.,"USA Gymnastics announced Sunday that the six-time Olympic medalist has opted not to compete on floor, where she won gold",health
15-08-2021,Buzzfeed Acquires HuffPost from Verizon Wireless,"HuffPost has a new owner, with its current parent company Verizon Media reaching an agreement to sell the site to",business
19-11-2019,Nicole Young Wants Dr Dre Questioned on Alleged Mistresses,Dr Dre's estranged wife Nicole Young has asked a court to investigate his alleged mistresses. Young wants the court to,entertainment
03-01-2020,"Pinnick Decries Campaign of Calumny, Says He Holds President Buhari in High Esteem","President of the Nigeria Football Federation, Mr Amaju Melvin Pinnick on Tuesday expressed shock at a report in a section",sports
29-12-2021,Bank of Japan Governor Optimistic Economy Will Recover,"Bank of Japan Governor Haruhiko Kuroda expressed optimism Thursday about the country's economic recovery amid the coronavirus pandemic. ""Economic activity",business
04-11-2020,Valieva to Take to Olympic Ice Once More on Thursday Amid Doping Scandal,"Kamila Valieva aims for the top step of a podium she may never see when the Russian figure skating star,",sports
14-09-2020,WHO Says 7m Doses of Covid Vaccines Administered in Africa So Far,"Over six million doses of the COVID-19 vaccine have been administered in Africa, a World Health Organization (WHO) official has",health
11-04-2020,Carney Chukwuemeka: Chelsea Sign Aston Villa Midfielder For £20m,", who starred in England's Under-19 European Championship triumph in July, has agreed a six-year deal.Read more",sports
28-09-2020,Brent Crude Oil Hits $120 as EU Meets on Russia Sanctions,"Oil prices climbed above $120 a barrel on Monday, hitting their highest in more than two months as traders priced",business
06-12-2019,"Obasanjo Visits Benin President, Seeks Soft Landing for Yoruba Nation Agitator Igboho","Former President Olusegun Obasanjo held a meeting with President of Benin Republic, Patrice Talon in the first week of August",politics
24-12-2020,"Continued Stay of Service Chiefs a Huge Problem for Nigeria, Says Ahmed Buhari",A former Nigerian presidential candidate Ahmed Buhari has said the continued stay of the country's service chiefs poses a huge,politics
29-09-2022,South Africa Wants More Men to Take Covid Jabs,South Africa has urged more men in the country to come out in larger numbers and take Covid jabs as,health
01-05-2021,"Don’t Wait for Tomorrow to Take over Power from Corrupt Leaders, Obasanjo Tells Nigerian Youths","“My advice for Nigerian youths is that never let anybody tell you that you are the leaders of tomorrow.""Read more",politics
15-02-2020,Philippines’ Duterte Says Daughter Running for President in 2022 Elections,"Philippine President Rodrigo’s daughter would run for president in next year’s election and her father’s long-time aide, who filed his",politics
26-01-2019,"Chinese Vaccines Sweep Much of the World, Despite Western Concerns","The plane laden with vaccines had just rolled to a stop at Santiago’s airport in late January, and Chile’s president,",health
07-11-2022,Will Smith Wins Best Actor at Oscars for King Richard after Slapping Chris Rock,Will Smith on Sunday won the Oscar for best actor for portraying Venus and Serena Williams’ father Richard in the,entertainment
31-12-2020,Germany-France Heavyweight Clash Set to Light Up Euro 2020,"France vs Germany is one of the most anticipated matchups of the Euro 2020 group stage, and it could well",sports
13-03-2023,Tesla’s Musk Says He Will Pay Over $11bn in Tax this Year,Electric-car maker Tesla Inc's Chief Executive Officer Elon Musk said on Sunday on Twitter that he will pay more than,business
21-01-2019,Kanye West Sneakers Fetch Record $1.8M at Private Sale,A pair of prototype Nikes worn by Kanye West during a performance at the Grammy Awards in 2008 has shattered,entertainment
05-05-2020,"AFCON 2021: Nigeria to Play Egypt, Holders Algeria Face Ivory Coast","Nigeria's Super Eagles have been drawn in a group alongside Africa's most successful side, Egypt in the group stage for",sports
20-01-2021,Nigeria: Purported Endorsement of Consensus Chairman Divides APC Governors,"The purported endorsement of a former Governor of Nasarawa State, Senator Abdullahi Adamu, as the consensus National Chairman of the",politics
01-10-2020,Trump ‘Planning to Declare Victory if it Looks Like He’s Ahead’ in Tuesday’s Election,US President Donald Trump has told people close to him that he will declare victory on Tuesday night if he,politics
21-10-2022,Nigeria’s Super Falcons Land in America for Summer Series,Nine –time African champions Nigeria have arrived in the United States of America for this year’s Summer Series – a,sports
20-09-2019,‘The Milkmaid’ is Nigeria’s Official Submission for 2021 Oscars,The Nigerian Oscars Selection Committee has selected Desmond Ovbiagele’s ‘The Milkmaid’ as Nigeria’s submission to the International Feature Film category of the 2021,entertainment
28-02-2022,‘Only God Will Take Me Out of Brasilia’: Defiant Bolsonaro Talks Tough,Hundreds of thousands of Brazilians rallied across the country on Tuesday in support of far-right populist President Jair Bolsonaro and,politics
09-02-2020,Olympic Village Confirms First Covid Case Days Before Tokyo Games,"The Tokyo Olympics has registered its first Covid-19 case in the Olympic Village six days before the Games open, the",sports
21-01-2020,US Attorney General Barr Resigns,"Attorney General William Barr, one of President Donald Trump’s staunchest allies, is departing amid lingering tension over the president’s baseless",politics
02-11-2021,"Nigeria: Central Bank Chief, Comms Minister Settle Banks, MTN’s Dispute over Commission",Emma Okonji Four days after commercial banks disconnected customers of MTN Nigeria from the use of the Unstructured Supplementary Service,business
